NormalFormat,CustomName,Year,Session,Timezone,Paper,Subject,Level,Questions,Original,Markscheme,Scanned,Printed,CompletedDate,Completed,Partial,Mark,Maximum,Notes,IgnoreUpdate,GB7,GB6,GB5,GB4,GB3,GB2,GB1,GBMAX
False,Task Maker 3010,,Task Maker P3,,3.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/Task Maker P3\\original-Task Maker 3010.pdf"", ""valid"": true, ""identifier"": """"}]",[],[],True,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,1995.0,M,0.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/1995/May/TZ0\\original-M-1995-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,1995.0,M,0.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/1995/May/TZ0\\original-M-1995-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,1995.0,N,0.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/1995/November/TZ0\\original-N-1995-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,1995.0,N,0.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/1995/November/TZ0\\original-N-1995-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/1995/November/TZ0\\markscheme-N-1995-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,1996.0,M,0.0,2.0,MA,HL,,[],"[{""path"": ""Papers/Mathematics/Higher Level/1996/May/TZ0\\markscheme-M-1996-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,1996.0,N,0.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/1996/November/TZ0\\original-N-1996-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,1996.0,N,0.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/1996/November/TZ0\\original-N-1996-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/1996/November/TZ0\\markscheme-N-1996-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,1997.0,M,0.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/1997/May/TZ0\\original-M-1997-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/1997/May/TZ0\\markscheme-M-1997-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,1997.0,M,0.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/1997/May/TZ0\\original-M-1997-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/1997/May/TZ0\\markscheme-M-1997-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,1997.0,N,0.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/1997/November/TZ0\\original-N-1997-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/1997/November/TZ0\\markscheme-N-1997-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,1997.0,N,0.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/1997/November/TZ0\\original-N-1997-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/1997/November/TZ0\\markscheme-N-1997-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,1998.0,M,0.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/1998/May/TZ0\\original-M-1998-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/1998/May/TZ0\\markscheme-M-1998-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,1998.0,M,0.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/1998/May/TZ0\\original-M-1998-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/1998/May/TZ0\\markscheme-M-1998-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,1998.0,N,0.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/1998/November/TZ0\\original-N-1998-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/1998/November/TZ0\\markscheme-N-1998-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,1998.0,N,0.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/1998/November/TZ0\\original-N-1998-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/1998/November/TZ0\\markscheme-N-1998-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,1999.0,M,0.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/1999/May/TZ0\\original-M-1999-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/1999/May/TZ0\\markscheme-M-1999-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,1999.0,M,0.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/1999/May/TZ0\\original-M-1999-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/1999/May/TZ0\\markscheme-M-1999-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,1999.0,N,0.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/1999/November/TZ0\\original-N-1999-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/1999/November/TZ0\\markscheme-N-1999-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,1999.0,N,0.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/1999/November/TZ0\\original-N-1999-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/1999/November/TZ0\\markscheme-N-1999-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,2000.0,M,0.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2000/May/TZ0\\original-M-2000-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2000/May/TZ0\\markscheme-M-2000-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,2000.0,M,0.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2000/May/TZ0\\original-M-2000-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2000/May/TZ0\\markscheme-M-2000-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,2000.0,N,0.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2000/November/TZ0\\original-N-2000-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2000/November/TZ0\\markscheme-N-2000-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,2000.0,N,0.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2000/November/TZ0\\original-N-2000-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2000/November/TZ0\\markscheme-N-2000-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,2001.0,M,0.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2001/May/TZ0\\original-M-2001-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2001/May/TZ0\\markscheme-M-2001-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,2001.0,M,0.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2001/May/TZ0\\original-M-2001-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2001/May/TZ0\\markscheme-M-2001-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,2001.0,N,0.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2001/November/TZ0\\original-N-2001-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2001/November/TZ0\\markscheme-N-2001-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,2001.0,N,0.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2001/November/TZ0\\original-N-2001-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2001/November/TZ0\\markscheme-N-2001-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,2002.0,M,0.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2002/May/TZ0\\original-M-2002-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2002/May/TZ0\\markscheme-M-2002-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,2002.0,M,0.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2002/May/TZ0\\original-M-2002-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2002/May/TZ0\\markscheme-M-2002-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,2002.0,N,0.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2002/November/TZ0\\original-N-2002-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2002/November/TZ0\\markscheme-N-2002-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,2002.0,N,0.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2002/November/TZ0\\original-N-2002-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2002/November/TZ0\\markscheme-N-2002-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,2003.0,M,0.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2003/May/TZ0\\original-M-2003-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2003/May/TZ0\\markscheme-M-2003-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,2003.0,M,0.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2003/May/TZ0\\original-M-2003-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2003/May/TZ0\\markscheme-M-2003-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,2003.0,N,0.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2003/November/TZ0\\original-N-2003-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2003/November/TZ0\\markscheme-N-2003-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,2003.0,N,0.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2003/November/TZ0\\original-N-2003-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2003/November/TZ0\\markscheme-N-2003-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,2004.0,M,1.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2004/May/TZ1\\original-M-2004-TZ1-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2004/May/TZ1\\markscheme-M-2004-TZ1-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,2004.0,M,2.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2004/May/TZ2\\original-M-2004-TZ2-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2004/May/TZ2\\markscheme-M-2004-TZ2-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,2004.0,M,1.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2004/May/TZ1\\original-M-2004-TZ1-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2004/May/TZ1\\markscheme-M-2004-TZ1-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,2004.0,M,2.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2004/May/TZ2\\original-M-2004-TZ2-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2004/May/TZ2\\markscheme-M-2004-TZ2-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,2004.0,N,0.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2004/November/TZ0\\original-N-2004-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2004/November/TZ0\\markscheme-N-2004-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,2004.0,N,0.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2004/November/TZ0\\original-N-2004-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2004/November/TZ0\\markscheme-N-2004-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,2005.0,M,1.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2005/May/TZ1\\original-M-2005-TZ1-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2005/May/TZ1\\markscheme-M-2005-TZ1-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,2005.0,M,2.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2005/May/TZ2\\original-M-2005-TZ2-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2005/May/TZ2\\markscheme-M-2005-TZ2-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,2005.0,M,1.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2005/May/TZ1\\original-M-2005-TZ1-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2005/May/TZ1\\markscheme-M-2005-TZ1-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,2005.0,M,2.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2005/May/TZ2\\original-M-2005-TZ2-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2005/May/TZ2\\markscheme-M-2005-TZ2-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,2005.0,N,0.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2005/November/TZ0\\original-N-2005-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2005/November/TZ0\\markscheme-N-2005-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,2005.0,N,0.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2005/November/TZ0\\original-N-2005-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2005/November/TZ0\\markscheme-N-2005-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,2006.0,M,0.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2006/May/TZ0\\original-M-2006-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2006/May/TZ0\\markscheme-M-2006-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,2006.0,M,0.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2006/May/TZ0\\original-M-2006-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2006/May/TZ0\\markscheme-M-2006-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,2006.0,M,0.0,3.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2006/May/TZ0\\original-M-2006-TZ0-P3-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2006/May/TZ0\\markscheme-M-2006-TZ0-P3-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,2006.0,N,0.0,1.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2006/November/TZ0\\original-N-2006-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2006/November/TZ0\\markscheme-N-2006-TZ0-P1-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,2006.0,N,0.0,2.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2006/November/TZ0\\original-N-2006-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2006/November/TZ0\\markscheme-N-2006-TZ0-P2-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
True,,2006.0,N,0.0,3.0,MA,HL,,"[{""path"": ""Papers/Mathematics/Higher Level/2006/November/TZ0\\original-N-2006-TZ0-P3-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]","[{""path"": ""Papers/Mathematics/Higher Level/2006/November/TZ0\\markscheme-N-2006-TZ0-P3-MA-HL.pdf"", ""valid"": true, ""identifier"": """"}]",[],False,,False,False,0,0,,False,0,0,0,0,0,0,0,0
